Data,Filial,Código do Cliente,Código do Produto,Quantidade,Preço,Valor Total
44377,Canário,C2170,P3476,375,25,9375
44377,Canário,C2299,P1115,98,111,10878
44377,Canário,C5226,P8847,119,42,4998
44377,Canário,C5245,P8710,206,42,8652
44377,Canário,C5378,P2332,400,103,41200
44377,Canário,C5500,P7713,77,90,6930
44377,Canário,C5528,P3598,42,150,6300
44377,Canário,C5962,P4554,135,189,25515
44377,Canário,C6640,P3672,100,100,10000
44377,Canário,C7955,P1563,55,57,3135
44377,Canário,C8339,P3606,165,88,14520
44377,Canário,C9283,P8714,243,84,20412
44378,Canário,C1471,P2985,192,143,27456
44378,Canário,C1605,P8462,144,152,21888
44378,Canário,C1850,P6935,189,24,4536
44378,Canário,C2854,P2652,35,63,2205
44378,Canário,C3797,P2505,48,170,8160
44378,Canário,C4964,P1694,235,70,16450
44378,Canário,C6815,P1258,41,171,7011
44378,Canário,C8253,P3331,106,145,15370
44378,Canário,C8663,P6494,348,83,28884
44378,Canário,C8900,P9690,240,50,12000
44378,Canário,C8963,P1518,257,106,27242
44378,Canário,C8964,P3173,57,83,4731
44379,Canário,C2664,P1803,279,22,6138
44379,Canário,C2793,P8443,392,108,42336
44379,Canário,C2948,P9747,222,50,11100
44379,Canário,C2998,P7169,364,129,46956
44379,Canário,C3022,P7071,248,23,5704
44379,Canário,C3846,P4872,82,139,11398
44379,Canário,C4697,P3794,47,162,7614
44379,Canário,C7837,P6274,309,173,53457
44379,Canário,C7894,P3754,146,189,27594
44379,Canário,C8494,P3419,154,100,15400
44379,Canário,C8693,P7343,104,74,7696
44379,Canário,C8764,P2993,40,28,1120
44379,Canário,C9766,P7691,379,24,9096
44380,Canário,C5701,P6565,210,75,15750
44380,Canário,C6270,P8217,321,90,28890
44380,Canário,C6650,P2421,201,198,39798
44380,Canário,C7072,P4481,369,187,69003
44380,Canário,C7080,P6648,98,107,10486
44380,Canário,C9824,P6534,133,59,7847
44381,Canário,C1183,P7020,168,28,4704
44381,Canário,C1299,P7399,257,189,48573
44381,Canário,C1937,P1826,256,168,43008
44381,Canário,C2904,P1581,153,168,25704
44381,Canário,C3284,P8840,140,195,27300
44381,Canário,C3346,P9214,315,53,16695
44381,Canário,C3501,P8118,229,53,12137
44381,Canário,C3888,P3580,154,68,10472
44381,Canário,C4319,P4517,349,64,22336
44381,Canário,C4888,P3314,311,132,41052
44381,Canário,C4896,P5481,39,52,2028
44381,Canário,C6006,P8845,190,105,19950
44381,Canário,C6432,P6888,47,68,3196
44381,Canário,C6631,P2267,231,49,11319
44381,Canário,C7000,P1175,60,19,1140
44381,Canário,C7530,P9992,356,51,18156
44381,Canário,C8549,P8388,250,144,36000
44381,Canário,C9203,P8804,289,132,38148
44382,Canário,C3279,P6401,36,168,6048
44382,Canário,C4152,P6860,178,20,3560
44382,Canário,C5231,P2010,83,16,1328
44382,Canário,C5480,P5757,91,12,1092
44382,Canário,C6934,P7673,345,135,46575
44382,Canário,C7277,P9516,150,116,17400
44382,Canário,C7489,P8755,50,80,4000
44383,Canário,C1918,P2581,360,32,11520
44383,Canário,C2113,P8121,314,90,28260
44383,Canário,C2552,P2225,237,198,46926
44383,Canário,C4349,P4329,105,134,14070
44383,Canário,C7361,P5425,319,140,44660
44384,Canário,C1437,P4677,257,153,39321
44384,Canário,C1469,P9146,177,100,17700
44384,Canário,C1486,P7335,174,80,13920
44384,Canário,C2203,P2434,378,72,27216
44384,Canário,C2895,P4522,275,186,51150
44384,Canário,C4243,P3737,117,184,21528
44384,Canário,C6650,P7692,10,185,1850
44384,Canário,C7333,P7594,279,145,40455
44384,Canário,C7826,P5304,383,87,33321
44384,Canário,C8387,P9733,267,72,19224
44384,Canário,C9161,P1112,350,109,38150
44385,Canário,C1122,P8174,258,46,11868
44385,Canário,C1599,P4093,99,96,9504
44385,Canário,C1609,P5825,275,52,14300
44385,Canário,C1639,P8329,222,21,4662
44385,Canário,C2507,P2604,326,119,38794
44385,Canário,C2685,P2156,240,167,40080
44385,Canário,C3772,P5618,115,135,15525
44385,Canário,C4772,P5806,114,15,1710
44385,Canário,C6589,P1628,218,90,19620
44385,Canário,C7828,P2177,249,32,7968
44385,Canário,C8139,P3151,399,170,67830
44385,Canário,C8450,P1270,400,170,68000
44385,Canário,C9414,P9551,165,121,19965
44386,Canário,C1537,P6575,74,186,13764
44386,Canário,C2734,P3323,316,166,52456
44386,Canário,C4190,P2403,319,191,60929
44386,Canário,C4554,P8164,318,92,29256
44386,Canário,C6142,P5812,16,69,1104
44386,Canário,C6954,P2607,282,150,42300
44386,Canário,C9163,P5785,258,83,21414
44387,Canário,C2274,P2900,281,197,55357
44387,Canário,C3055,P9028,69,24,1656
44387,Canário,C4624,P9667,221,139,30719
44387,Canário,C4664,P3249,153,88,13464
44387,Canário,C5160,P9231,39,108,4212
44387,Canário,C5794,P2731,65,31,2015
44387,Canário,C6608,P8545,230,155,35650
44387,Canário,C6962,P6884,44,54,2376
44387,Canário,C8265,P3024,315,13,4095
44387,Canário,C8940,P9759,73,53,3869
44388,Canário,C2820,P4651,117,128,14976
44388,Canário,C3820,P4839,116,198,22968
44388,Canário,C4037,P2916,246,85,20910
44388,Canário,C4078,P2662,319,127,40513
44388,Canário,C6568,P9709,232,125,29000
44388,Canário,C6825,P5877,244,77,18788
44388,Canário,C6973,P8779,178,59,10502
44388,Canário,C7548,P5524,194,79,15326
44388,Canário,C8345,P9549,96,120,11520
44388,Canário,C8762,P9461,43,39,1677
44388,Canário,C9439,P6924,207,163,33741
44389,Canário,C1183,P4053,227,75,17025
44389,Canário,C1218,P9451,120,78,9360
44389,Canário,C3472,P5502,99,79,7821
44389,Canário,C4415,P7756,28,127,3556
44389,Canário,C5849,P6954,45,111,4995
44389,Canário,C6967,P5885,232,26,6032
44389,Canário,C7799,P3744,152,78,11856
44389,Canário,C8131,P2946,97,91,8827
44389,Canário,C9061,P7939,392,24,9408
44390,Canário,C1942,P7607,229,151,34579
44390,Canário,C3060,P6083,182,60,10920
44390,Canário,C4727,P2748,286,72,20592
44390,Canário,C4778,P3025,185,100,18500
44390,Canário,C5405,P4266,167,115,19205
44390,Canário,C6658,P1784,338,23,7774
44390,Canário,C7535,P7227,170,41,6970
44390,Canário,C8352,P8116,341,127,43307
44390,Canário,C9784,P4440,310,120,37200
44391,Canário,C1096,P7523,102,51,5202
44391,Canário,C1323,P8987,209,62,12958
44391,Canário,C2090,P3163,354,111,39294
44391,Canário,C2139,P6276,114,45,5130
44391,Canário,C3377,P2314,195,60,11700
44391,Canário,C4643,P3693,84,142,11928
44391,Canário,C4661,P4737,230,71,16330
44391,Canário,C6639,P2376,93,30,2790
44391,Canário,C6713,P8699,118,194,22892
44391,Canário,C7011,P5813,161,159,25599
44391,Canário,C7623,P2720,294,143,42042
44391,Canário,C7834,P6450,245,181,44345
44391,Canário,C7843,P4126,314,27,8478
44391,Canário,C7993,P6138,73,39,2847
44391,Canário,C8104,P7678,323,86,27778
44391,Canário,C9409,P1437,185,145,26825
44391,Canário,C9682,P1485,203,122,24766
44391,Canário,C9815,P4108,397,183,72651
44392,Canário,C1179,P2232,313,103,32239
44392,Canário,C2111,P7244,116,79,9164
44392,Canário,C3481,P1396,51,38,1938
44392,Canário,C5876,P3438,302,183,55266
44392,Canário,C6279,P4888,267,16,4272
44392,Canário,C6907,P7784,48,200,9600
44392,Canário,C7485,P8313,187,33,6171
44392,Canário,C8487,P4011,135,29,3915
44393,Canário,C1741,P3826,338,183,61854
44393,Canário,C1897,P7240,201,108,21708
44393,Canário,C2873,P5417,282,110,31020
44393,Canário,C3585,P9478,298,16,4768
44393,Canário,C3647,P5796,366,146,53436
44393,Canário,C4449,P2060,22,52,1144
44393,Canário,C5746,P2198,314,184,57776
44393,Canário,C5860,P5412,263,60,15780
44393,Canário,C7153,P9566,83,27,2241
44393,Canário,C8041,P1304,357,182,64974
44394,Canário,C1683,P7690,127,144,18288
44394,Canário,C3012,P3752,181,39,7059
44394,Canário,C3844,P2811,60,62,3720
44394,Canário,C5398,P9025,47,159,7473
44394,Canário,C5517,P1169,151,136,20536
44394,Canário,C5696,P4484,289,146,42194
44394,Canário,C7245,P9297,172,139,23908
44394,Canário,C7751,P8012,234,115,26910
44394,Canário,C8675,P9202,118,193,22774
44394,Canário,C8707,P2725,354,13,4602
44394,Canário,C8835,P4855,127,174,22098
44395,Canário,C3287,P9673,65,152,9880
44395,Canário,C4042,P2388,19,159,3021
44395,Canário,C4078,P1186,220,104,22880
44395,Canário,C5730,P2972,317,90,28530
44395,Canário,C7002,P2753,101,131,13231
44395,Canário,C7272,P8927,71,117,8307
44395,Canário,C7746,P7227,321,66,21186
44395,Canário,C8408,P9356,246,158,38868
44395,Canário,C8479,P7861,331,60,19860
44395,Canário,C8888,P4860,42,95,3990
44395,Canário,C9639,P6992,41,24,984
44396,Canário,C2894,P9662,393,126,49518
44396,Canário,C3033,P4978,184,58,10672
44396,Canário,C3693,P4252,351,11,3861
44396,Canário,C3992,P4221,152,115,17480
44396,Canário,C4841,P3578,61,103,6283
44396,Canário,C4953,P6773,111,128,14208
44396,Canário,C5555,P7203,134,45,6030
44396,Canário,C6960,P2697,246,88,21648
44396,Canário,C8769,P6552,188,23,4324
44396,Canário,C8840,P1456,399,12,4788
44397,Canário,C2401,P1753,331,22,7282
44397,Canário,C2502,P1561,14,113,1582
44397,Canário,C4740,P3478,103,54,5562
44397,Canário,C5043,P1085,176,110,19360
44397,Canário,C7854,P8892,341,77,26257
44398,Canário,C1021,P6323,61,112,6832
44398,Canário,C1596,P2323,352,168,59136
44398,Canário,C3055,P4278,12,184,2208
44398,Canário,C3401,P7340,64,180,11520
44398,Canário,C4336,P6226,306,146,44676
44398,Canário,C4799,P8486,388,183,71004
44398,Canário,C6578,P6691,351,51,17901
44398,Canário,C6675,P8407,311,184,57224
44398,Canário,C8121,P6047,21,20,420
44398,Canário,C9154,P2613,15,51,765
44398,Canário,C9801,P6117,391,199,77809
44399,Canário,C1466,P2284,322,140,45080
44399,Canário,C1772,P8910,293,48,14064
44399,Canário,C4926,P2505,337,123,41451
44399,Canário,C6088,P3310,137,107,14659
44399,Canário,C7653,P2257,300,160,48000
44399,Canário,C9238,P7977,26,81,2106
44399,Canário,C9686,P5448,27,80,2160
44399,Canário,C9735,P7815,61,49,2989
44400,Canário,C1612,P4711,125,73,9125
44400,Canário,C2342,P4125,279,54,15066
44400,Canário,C3152,P4957,363,12,4356
44400,Canário,C3409,P1125,375,155,58125
44400,Canário,C5026,P7258,304,104,31616
44400,Canário,C5170,P3067,125,127,15875
44400,Canário,C6081,P3707,283,177,50091
44400,Canário,C7394,P7724,190,143,27170
44400,Canário,C7469,P1012,398,49,19502
44400,Canário,C7671,P5865,321,79,25359
44400,Canário,C7989,P5242,367,176,64592
44400,Canário,C8162,P2354,177,198,35046
44400,Canário,C8770,P6587,221,162,35802
44400,Canário,C8932,P5095,380,92,34960
44401,Canário,C1506,P3828,254,166,42164
44401,Canário,C1650,P3692,183,109,19947
44401,Canário,C1870,P5098,203,184,37352
44401,Canário,C3703,P6000,271,64,17344
44401,Canário,C4574,P1203,347,26,9022
44401,Canário,C5129,P4231,127,98,12446
44401,Canário,C7880,P2230,174,51,8874
44401,Canário,C9159,P5813,370,139,51430
44401,Canário,C9265,P8061,157,65,10205
44401,Canário,C9513,P7007,333,177,58941
44402,Canário,C1265,P2248,365,90,32850
44402,Canário,C1504,P5917,388,107,41516
44402,Canário,C1591,P5901,172,92,15824
44402,Canário,C1833,P7936,294,174,51156
44402,Canário,C3720,P5552,184,63,11592
44402,Canário,C3853,P6520,187,147,27489
44402,Canário,C5834,P4633,181,155,28055
44402,Canário,C8675,P7435,135,20,2700
44402,Canário,C8849,P9058,285,159,45315
44403,Canário,C1017,P2556,73,14,1022
44403,Canário,C1428,P9029,306,98,29988
44403,Canário,C1471,P5939,128,43,5504
44403,Canário,C1905,P7804,296,95,28120
44403,Canário,C3495,P2907,18,124,2232
44403,Canário,C3798,P9514,91,180,16380
44403,Canário,C4422,P7426,182,198,36036
44403,Canário,C5618,P7464,126,90,11340
44403,Canário,C7355,P9960,225,175,39375
44403,Canário,C7656,P7548,398,189,75222
44403,Canário,C8455,P3338,315,45,14175
44403,Canário,C8593,P5999,306,191,58446
44403,Canário,C9182,P1369,263,155,40765
44403,Canário,C9793,P4875,89,197,17533
44404,Canário,C1169,P3096,279,139,38781
44404,Canário,C1346,P7138,244,71,17324
44404,Canário,C1687,P2070,183,185,33855
44404,Canário,C1931,P2469,13,141,1833
44404,Canário,C5072,P9913,66,85,5610
44404,Canário,C5324,P6334,164,100,16400
44404,Canário,C6981,P8612,291,178,51798
44404,Canário,C7018,P2174,324,84,27216
44404,Canário,C8018,P9708,132,177,23364
44404,Canário,C8392,P2964,140,187,26180
44404,Canário,C9381,P3347,139,194,26966
44404,Canário,C9459,P5654,245,142,34790
44404,Canário,C9634,P3986,303,177,53631
44405,Canário,C2429,P5325,155,107,16585
44405,Canário,C2872,P3212,201,27,5427
44405,Canário,C3066,P9953,113,56,6328
44405,Canário,C3757,P4677,301,105,31605
44405,Canário,C4037,P5237,248,24,5952
44405,Canário,C4752,P1517,121,136,16456
44405,Canário,C5713,P6469,387,90,34830
44405,Canário,C6165,P3233,69,18,1242
44405,Canário,C6291,P5343,335,136,45560
44405,Canário,C6349,P3732,246,165,40590
44405,Canário,C6567,P1374,42,88,3696
44405,Canário,C7047,P3023,80,76,6080
44405,Canário,C7149,P4032,112,138,15456
44405,Canário,C9283,P4176,154,201,30954
44406,Canário,C1467,P5318,172,42,7224
44406,Canário,C3534,P8650,117,74,8658
44406,Canário,C4091,P9751,112,62,6944
44406,Canário,C4440,P8342,12,26,312
44406,Canário,C4837,P3136,197,56,11032
44406,Canário,C5124,P4208,73,109,7957
44406,Canário,C5401,P3549,162,16,2592
44406,Canário,C6142,P5895,60,115,6900
44406,Canário,C6298,P5110,147,115,16905
44406,Canário,C6486,P3247,205,22,4510
44406,Canário,C7500,P8496,269,47,12643
44406,Canário,C8475,P3818,202,100,20200
44407,Canário,C1121,P8855,203,105,21315
44407,Canário,C1142,P5428,198,193,38214
44407,Canário,C3400,P2427,49,101,4949
44407,Canário,C5976,P7349,104,100,10400
44407,Canário,C6075,P6683,46,142,6532
44407,Canário,C6489,P5376,136,49,6664
44407,Canário,C9115,P6974,216,163,35208
44407,Canário,C9845,P3824,104,154,16016
44408,Canário,C1162,P5454,243,50,12150
44408,Canário,C1212,P5277,301,71,21371
44408,Canário,C1315,P1340,49,53,2597
44408,Canário,C1491,P1327,298,65,19370
44408,Canário,C2354,P2909,22,100,2200
44408,Canário,C3470,P7966,160,25,4000
44408,Canário,C5562,P5510,372,97,36084
44408,Canário,C5790,P4139,228,11,2508
44408,Canário,C6158,P8738,66,26,1716
44408,Canário,C6748,P6962,172,130,22360
44408,Canário,C6923,P1985,238,19,4522
44408,Canário,C7451,P2692,319,22,7018
44408,Canário,C8082,P8007,306,191,58446
44408,Canário,C8393,P8235,340,174,59160
44408,Canário,C8474,P6071,294,90,26460
44408,Canário,C8629,P9031,316,200,63200
44408,Canário,C9386,P9111,369,81,29889
44408,Canário,C9683,P9061,271,143,38753
44409,Canário,C2052,P6666,257,64,16448
44409,Canário,C2938,P1531,274,83,22742
44409,Canário,C3282,P6683,70,20,1400
44409,Canário,C3688,P3208,40,197,7880
44409,Canário,C3941,P3848,204,180,36720
44409,Canário,C5413,P8462,13,17,221
44409,Canário,C5514,P8562,362,66,23892
44409,Canário,C7255,P7495,383,132,50556
44409,Canário,C7555,P1773,175,191,33425
44409,Canário,C7598,P8883,346,108,37368
44409,Canário,C9515,P3605,58,70,4060
44410,Canário,C2600,P7690,266,73,19418
44410,Canário,C3335,P7888,333,103,34299
44410,Canário,C3422,P8326,350,94,32900
44410,Canário,C3851,P8044,297,78,23166
44410,Canário,C4576,P4855,388,174,67512
44410,Canário,C6063,P2695,13,59,767
44410,Canário,C7226,P6355,352,182,64064
44410,Canário,C7507,P2425,248,28,6944
44410,Canário,C8118,P3822,41,86,3526
44410,Canário,C8671,P2340,263,41,10783
44411,Canário,C1021,P8628,320,146,46720
44411,Canário,C2143,P2342,238,65,15470
44411,Canário,C2201,P9276,308,88,27104
44411,Canário,C2219,P7030,362,104,37648
44411,Canário,C2475,P8889,383,101,38683
44411,Canário,C2548,P8303,151,15,2265
44411,Canário,C3137,P6073,24,112,2688
44411,Canário,C4871,P5240,234,200,46800
44411,Canário,C5739,P7769,220,142,31240
44411,Canário,C5827,P4009,70,17,1190
44411,Canário,C6103,P5730,178,14,2492
44411,Canário,C6294,P6742,284,103,29252
44411,Canário,C6321,P1427,290,192,55680
44411,Canário,C7133,P6768,323,76,24548
44411,Canário,C7213,P9094,328,67,21976
44411,Canário,C7625,P7767,129,121,15609
44411,Canário,C8274,P8891,95,180,17100
44412,Canário,C2181,P7013,304,146,44384
44412,Canário,C2557,P7634,20,30,600
44412,Canário,C3176,P5508,315,154,48510
44412,Canário,C5717,P4286,360,187,67320
44412,Canário,C6031,P4080,60,15,900
44412,Canário,C7105,P2792,42,30,1260
44412,Canário,C7704,P5293,300,37,11100
44412,Canário,C9365,P5046,350,19,6650
44412,Canário,C9646,P1570,88,62,5456
44413,Canário,C1994,P9493,46,102,4692
44413,Canário,C3007,P4087,311,149,46339
44413,Canário,C3481,P9733,369,120,44280
44413,Canário,C4221,P6370,359,131,47029
44413,Canário,C4554,P9335,137,105,14385
44413,Canário,C4870,P7493,326,190,61940
44413,Canário,C6428,P1437,119,35,4165
44413,Canário,C6833,P8598,382,146,55772
44413,Canário,C7456,P6055,241,158,38078
44413,Canário,C9005,P9668,166,180,29880
44414,Canário,C1706,P4820,296,136,40256
44414,Canário,C2647,P7055,326,141,45966
44414,Canário,C4805,P6646,20,91,1820
44414,Canário,C5740,P7641,295,41,12095
44414,Canário,C5995,P2136,217,164,35588
44414,Canário,C7514,P4444,153,187,28611
44414,Canário,C9086,P5558,45,161,7245
44414,Canário,C9179,P8435,166,179,29714
44414,Canário,C9420,P1470,288,70,20160
44414,Canário,C9444,P1826,14,161,2254
44414,Canário,C9476,P2240,218,189,41202
44414,Canário,C9834,P7962,29,196,5684
44415,Canário,C4253,P5747,172,46,7912
44415,Canário,C5363,P1765,122,76,9272
44415,Canário,C5656,P6185,176,170,29920
44415,Canário,C6516,P3984,169,201,33969
44415,Canário,C6529,P7845,277,184,50968
44415,Canário,C6623,P8341,380,112,42560
44415,Canário,C7658,P8962,90,62,5580
44415,Canário,C7771,P8121,323,19,6137
44416,Canário,C1568,P8013,272,83,22576
44416,Canário,C2121,P4876,303,61,18483
44416,Canário,C2595,P6467,254,113,28702
44416,Canário,C2840,P4939,298,176,52448
44416,Canário,C4157,P6595,86,95,8170
44416,Canário,C4543,P7747,20,155,3100
44416,Canário,C4675,P6315,106,105,11130
44416,Canário,C5566,P9472,195,54,10530
44416,Canário,C5999,P6373,181,174,31494
44416,Canário,C6839,P2363,12,79,948
44416,Canário,C6887,P8766,255,116,29580
44416,Canário,C9189,P7475,152,45,6840
44416,Canário,C9279,P2242,58,33,1914
44416,Canário,C9890,P6495,391,40,15640
44417,Canário,C1639,P9807,59,89,5251
44417,Canário,C1780,P6506,56,83,4648
44417,Canário,C2337,P4298,60,116,6960
44417,Canário,C2728,P9253,15,31,465
44417,Canário,C3977,P8678,73,172,12556
44417,Canário,C6193,P8768,102,135,13770
44417,Canário,C6928,P7766,211,194,40934
44417,Canário,C8106,P4650,366,174,63684
44417,Canário,C9505,P8651,57,126,7182
44417,Canário,C9976,P9769,268,128,34304
44418,Canário,C1508,P5713,312,141,43992
44418,Canário,C1662,P5363,343,105,36015
44418,Canário,C4420,P4619,44,157,6908
44418,Canário,C4574,P2615,274,144,39456
44418,Canário,C6413,P2829,313,187,58531
44418,Canário,C6477,P7420,162,13,2106
44418,Canário,C7052,P3420,61,69,4209
44418,Canário,C7714,P5549,378,161,60858
44418,Canário,C8480,P6161,258,28,7224
44419,Canário,C2220,P8118,137,71,9727
44419,Canário,C2707,P7879,187,60,11220
44419,Canário,C2805,P3450,297,141,41877
44419,Canário,C4919,P3731,252,12,3024
44419,Canário,C5116,P9291,104,113,11752
44419,Canário,C5486,P5363,74,177,13098
44419,Canário,C5926,P1576,30,78,2340
44419,Canário,C7847,P9081,255,44,11220
44420,Canário,C1227,P6951,225,14,3150
44420,Canário,C1489,P3158,34,50,1700
44420,Canário,C2553,P7029,199,125,24875
44420,Canário,C4028,P7627,89,128,11392
44420,Canário,C4087,P8871,150,105,15750
44420,Canário,C5124,P1712,107,69,7383
44420,Canário,C6007,P3611,151,110,16610
44420,Canário,C7365,P9067,119,181,21539
44420,Canário,C7736,P7249,121,38,4598
44420,Canário,C8359,P1398,380,95,36100
44420,Canário,C8430,P3192,167,101,16867
44420,Canário,C9033,P6187,64,200,12800
44420,Canário,C9374,P9210,320,110,35200
44420,Canário,C9853,P4695,217,195,42315
44421,Canário,C1324,P8376,302,188,56776
44421,Canário,C2960,P4918,85,130,11050
44421,Canário,C3278,P2349,57,102,5814
44421,Canário,C4595,P6859,385,160,61600
44421,Canário,C4604,P4536,63,197,12411
44421,Canário,C4840,P2022,47,77,3619
44421,Canário,C5732,P2344,276,120,33120
44421,Canário,C6691,P1587,244,177,43188
44422,Canário,C1104,P5023,208,178,37024
44422,Canário,C1376,P2962,193,171,33003
44422,Canário,C1421,P2000,337,143,48191
44422,Canário,C1838,P9712,326,92,29992
44422,Canário,C2099,P3518,218,186,40548
44422,Canário,C3162,P9479,126,11,1386
44422,Canário,C3185,P7272,368,112,41216
44422,Canário,C3484,P5294,94,90,8460
44422,Canário,C3527,P5059,65,175,11375
44422,Canário,C4331,P1342,12,123,1476
44422,Canário,C6801,P4016,279,195,54405
44422,Canário,C7126,P4361,96,51,4896
44422,Canário,C8101,P4628,312,185,57720
44422,Canário,C8484,P5761,347,12,4164
44422,Canário,C9659,P8772,63,192,12096
44423,Canário,C2080,P2909,15,31,465
44423,Canário,C2122,P5510,236,22,5192
44423,Canário,C2445,P6289,387,33,12771
44423,Canário,C2762,P2811,284,182,51688
44423,Canário,C3419,P7302,328,131,42968
44423,Canário,C3845,P4145,228,124,28272
44423,Canário,C3870,P4501,344,24,8256
44423,Canário,C6658,P8662,300,178,53400
44423,Canário,C7671,P2056,215,63,13545
44423,Canário,C8018,P3937,208,130,27040
44423,Canário,C9309,P4471,255,141,35955
44423,Canário,C9755,P6432,307,23,7061
44424,Canário,C2972,P1286,169,139,23491
44424,Canário,C4807,P8806,219,120,26280
44424,Canário,C5800,P7282,331,85,28135
44424,Canário,C6884,P4871,341,108,36828
44424,Canário,C9084,P2280,322,17,5474
44425,Canário,C1825,P2869,143,60,8580
44425,Canário,C2220,P8298,229,24,5496
44425,Canário,C2783,P4947,362,23,8326
44425,Canário,C2788,P6640,350,85,29750
44425,Canário,C2954,P3986,348,129,44892
44425,Canário,C4743,P3469,254,138,35052
44425,Canário,C5206,P3328,28,43,1204
44425,Canário,C5209,P5002,118,62,7316
44425,Canário,C5464,P4006,380,111,42180
44425,Canário,C6581,P7427,226,100,22600
44425,Canário,C7813,P9118,129,76,9804
44425,Canário,C9447,P3240,97,34,3298
44425,Canário,C9653,P7677,367,142,52114
44426,Canário,C2225,P7590,301,145,43645
44426,Canário,C2840,P9026,282,97,27354
44426,Canário,C2950,P7257,150,190,28500
44426,Canário,C4321,P2318,160,162,25920
44426,Canário,C4924,P3657,258,93,23994
44426,Canário,C5156,P3960,203,28,5684
44426,Canário,C5344,P4043,336,62,20832
44426,Canário,C6733,P7058,358,22,7876
44426,Canário,C7472,P1293,40,91,3640
44427,Canário,C1368,P1720,282,169,47658
44427,Canário,C2221,P1116,379,50,18950
44427,Canário,C4107,P2314,245,192,47040
44427,Canário,C6129,P9172,312,52,16224
44427,Canário,C7078,P5773,29,140,4060
44427,Canário,C7566,P1790,144,19,2736
44428,Canário,C1099,P5910,228,11,2508
44428,Canário,C2317,P7030,115,108,12420
44428,Canário,C2401,P4886,359,67,24053
44428,Canário,C2849,P4466,393,50,19650
44428,Canário,C3695,P2149,212,17,3604
44428,Canário,C3806,P2780,387,52,20124
44428,Canário,C7402,P9862,170,106,18020
44428,Canário,C9564,P7546,368,14,5152
44428,Canário,C9670,P5284,206,15,3090
44428,Canário,C9860,P1785,363,179,64977
44429,Canário,C2192,P7029,273,165,45045
44429,Canário,C4241,P6008,81,123,9963
44429,Canário,C4565,P1388,106,47,4982
44429,Canário,C6675,P9431,306,54,16524
44429,Canário,C8817,P5597,226,176,39776
44429,Canário,C8848,P4356,238,35,8330
44430,Canário,C1931,P2731,148,141,20868
44430,Canário,C4766,P8785,397,25,9925
44430,Canário,C5195,P9703,302,170,51340
44430,Canário,C5624,P8220,291,182,52962
44430,Canário,C6947,P9933,166,37,6142
44430,Canário,C7655,P4955,385,50,19250
44430,Canário,C8053,P5458,86,167,14362
44430,Canário,C8278,P8558,94,113,10622
44430,Canário,C8355,P8756,168,77,12936
44430,Canário,C9761,P8759,229,46,10534
44431,Canário,C3103,P1668,249,169,42081
44431,Canário,C3375,P9061,76,168,12768
44431,Canário,C4251,P5049,66,180,11880
44431,Canário,C4313,P9621,17,154,2618
44431,Canário,C4364,P4208,298,137,40826
44431,Canário,C4570,P8190,336,47,15792
44431,Canário,C4649,P4806,42,141,5922
44431,Canário,C5554,P9443,221,174,38454
44431,Canário,C5716,P9606,180,80,14400
44431,Canário,C5967,P9317,370,199,73630
44431,Canário,C6011,P4591,291,19,5529
44431,Canário,C6031,P4908,219,25,5475
44431,Canário,C7892,P5750,360,76,27360
44431,Canário,C8738,P6288,328,182,59696
44431,Canário,C9761,P8468,345,88,30360
44432,Canário,C2769,P4101,206,91,18746
44432,Canário,C3076,P9092,275,64,17600
44432,Canário,C3586,P5445,218,183,39894
44432,Canário,C4196,P3987,253,102,25806
44432,Canário,C4834,P1724,243,36,8748
44432,Canário,C4835,P6980,309,117,36153
44432,Canário,C5659,P9725,35,123,4305
44432,Canário,C9211,P5933,205,108,22140
44433,Canário,C3918,P7646,372,150,55800
44433,Canário,C3948,P4004,77,68,5236
44433,Canário,C4390,P7127,290,27,7830
44433,Canário,C4419,P6322,246,42,10332
44433,Canário,C4981,P9116,229,92,21068
44433,Canário,C5454,P8598,147,160,23520
44433,Canário,C5898,P9794,184,36,6624
44433,Canário,C7684,P8803,349,187,65263
44433,Canário,C8356,P8628,242,168,40656
44433,Canário,C8752,P7912,87,81,7047
44434,Canário,C1109,P8566,222,77,17094
44434,Canário,C2134,P7456,146,71,10366
44434,Canário,C2733,P9957,14,78,1092
44434,Canário,C2849,P5391,210,159,33390
44434,Canário,C3124,P5912,360,185,66600
44434,Canário,C4770,P1786,12,141,1692
44434,Canário,C8978,P6975,277,150,41550
44435,Canário,C1559,P4565,280,190,53200
44435,Canário,C1800,P9144,377,28,10556
44435,Canário,C1860,P9498,262,35,9170
44435,Canário,C2360,P4119,29,198,5742
44435,Canário,C2888,P4371,268,194,51992
44435,Canário,C3318,P8598,164,103,16892
44435,Canário,C4369,P7408,262,33,8646
44435,Canário,C4446,P5660,261,62,16182
44435,Canário,C6120,P8074,69,56,3864
44435,Canário,C8208,P1834,158,124,19592
44435,Canário,C8745,P6362,158,24,3792
44435,Canário,C9360,P7798,139,167,23213
44436,Canário,C1490,P2934,60,42,2520
44436,Canário,C1533,P3899,380,98,37240
44436,Canário,C1803,P1072,351,84,29484
44436,Canário,C6135,P1462,233,152,35416
44436,Canário,C6783,P7821,367,58,21286
44436,Canário,C7630,P2214,94,113,10622
44436,Canário,C9236,P3761,88,157,13816
44437,Canário,C1303,P7815,109,131,14279
44437,Canário,C1819,P7061,390,93,36270
44437,Canário,C2657,P5432,239,88,21032
